"ID","Age_Retired","Last_Salary","Retirement_Savings","Monthly_Benefit","Replacement_Rate"
3735,62,5695,64404.17,361.44,"6.3%"
3736,63,10699,123182.37,691.31,"6.5%"
3737,68,1343,21374.59,119.96,"8.9%"
3739,60,2434,40689.58,228.35,"9.4%"
3741,66,3936,54781.72,307.44,"7.8%"
3742,65,2030,28993.76,162.71,"8.0%"
3743,60,3815,41133.32,230.84,"6.1%"
3744,64,7044,88834.42,498.54,"7.1%"
3745,62,2262,36178.27,203.03,"9.0%"
3746,62,3318,50735.84,284.73,"8.6%"
3747,64,5565,60955.96,342.09,"6.1%"
3748,62,2217,34701.08,194.74,"8.8%"
3749,61,6551,77435.65,434.57,"6.6%"
3750,66,2358,25645.21,143.92,"6.1%"
3751,63,6071,69575.26,390.46,"6.4%"
3752,60,6013,74685.1,419.14,"7.0%"
3753,63,2033,29247.5,164.14,"8.1%"
3754,62,4070,55484.62,311.38,"7.7%"
3755,66,6655,70718.37,396.88,"6.0%"
3756,62,4863,63238.4,354.9,"7.3%"
3757,63,5296,57944.74,325.19,"6.1%"
3758,62,3860,42300.52,237.39,"6.2%"
3759,62,2977,33650.61,188.85,"6.3%"
3760,65,4549,59397.89,333.34,"7.3%"
3761,64,6088,71134.89,399.21,"6.6%"
3762,62,3897,49954.02,280.35,"7.2%"
3763,62,6176,78070.91,438.14,"7.1%"
3764,62,1172,21229.34,119.14,"10.2%"
3765,62,2562,38617.35,216.72,"8.5%"
3766,62,2802,34854.15,195.6,"7.0%"
3767,63,2530,42171.4,236.67,"9.4%"
3768,64,4119,53785.53,301.85,"7.3%"
3769,65,5911,76558.23,429.65,"7.3%"
3770,67,5379,60177.76,337.72,"6.3%"
3772,62,5732,64134.21,359.93,"6.3%"
3773,64,1900,22146,124.28,"6.5%"
3774,64,3862,42409.95,238.01,"6.2%"
3776,61,2699,31891.32,178.98,"6.6%"
3777,63,6018,77003.95,432.15,"7.2%"
3778,65,11282,131811.18,739.73,"6.6%"
3779,68,1996,25208.27,141.47,"7.1%"
3780,65,3407,37020.76,207.76,"6.1%"
3781,60,5114,58977.2,330.98,"6.5%"
3782,66,4755,50751.82,284.82,"6.0%"
3783,67,4786,63889.34,358.55,"7.5%"
3785,61,4249,59481.93,333.82,"7.9%"
3786,67,5870,64836.11,363.86,"6.2%"
3787,64,4620,51360.82,288.24,"6.2%"
3788,67,5887,68079.6,382.07,"6.5%"
3789,60,3945,55617.05,312.13,"7.9%"
3790,67,2194,31840.56,178.69,"8.1%"
3791,60,4213,51710.51,290.2,"6.9%"
3792,61,3889,42270.5,237.22,"6.1%"
3793,65,3541,52712.04,295.82,"8.4%"
3794,63,4236,48316.54,271.16,"6.4%"
3795,60,11289,119929.71,673.05,"6.0%"
3796,60,2628,38964.48,218.67,"8.3%"
3797,62,2946,40623.41,227.98,"7.7%"
3798,67,3187,38311.97,215.01,"6.7%"
3800,66,2577,37025.05,207.79,"8.1%"
3801,61,3695,42157.57,236.59,"6.4%"
3802,62,2310,30498.74,171.16,"7.4%"
3803,63,2368,26995.61,151.5,"6.4%"
3805,60,5237,62716.58,351.97,"6.7%"
3806,65,6803,82706.25,464.15,"6.8%"
3807,66,2762,44362.61,248.97,"9.0%"
3808,65,2485,38908.35,218.36,"8.8%"
3809,66,3344,50718.06,284.63,"8.5%"
3811,60,2460,40202.42,225.62,"9.2%"
3812,67,11601,133275.35,747.95,"6.4%"
3814,62,2633,31601.77,177.35,"6.7%"
3815,62,2410,29707.39,166.72,"6.9%"
3816,66,4342,47571.98,266.98,"6.1%"
3817,66,6635,84710.86,475.4,"7.2%"
3818,61,2139,34543.16,193.86,"9.1%"
3820,63,6182,67439.29,378.47,"6.1%"
3821,64,7716,80576.74,452.2,"5.9%"
3822,64,4544,49947.11,280.31,"6.2%"
3823,64,3700,46214.32,259.36,"7.0%"
3824,66,5528,57324.09,321.71,"5.8%"
3825,68,3889,44461.83,249.52,"6.4%"
3826,66,3315,46547.61,261.23,"7.9%"
3832,65,8411,99157.74,556.48,"6.6%"
3833,68,2958,45155.54,253.42,"8.6%"
3834,63,3352,42555.75,238.83,"7.1%"
3835,63,3777,44808.82,251.47,"6.7%"
3836,63,5486,61730.48,346.44,"6.3%"
3837,68,7642,82759.44,464.45,"6.1%"
3838,64,2263,38918.96,218.42,"9.7%"
3839,60,4868,55978.17,314.15,"6.5%"
3840,63,5870,67354.62,378,"6.4%"
3841,68,2569,35960.69,201.81,"7.9%"
3842,60,2607,40524.08,227.42,"8.7%"
3843,64,2755,41230.05,231.39,"8.4%"
3844,68,2908,34650.14,194.46,"6.7%"
3845,66,3682,43311.85,243.07,"6.6%"
3846,60,2746,42056.07,236.02,"8.6%"
3847,64,4847,54654.47,306.72,"6.3%"
3848,62,4566,59195.34,332.21,"7.3%"
3849,60,4685,49777.72,279.36,"6.0%"
3850,61,3869,43053.98,241.62,"6.2%"
3851,65,2185,25978.42,145.79,"6.7%"
3852,62,3455,48458.64,271.95,"7.9%"
3853,62,2454,28643.98,160.75,"6.6%"
3855,67,3289,40812.92,229.04,"7.0%"
3856,66,3296,46731.45,262.26,"8.0%"
3857,61,5987,79441.42,445.83,"7.4%"
3858,66,4503,58175.26,326.48,"7.3%"
3859,68,6671,77911.19,437.24,"6.6%"
3860,67,7682,92802.96,520.82,"6.8%"
3861,61,2607,39186.14,219.91,"8.4%"
3862,68,6460,75363.66,422.95,"6.5%"
3863,67,5772,70502.26,395.66,"6.9%"
3864,68,4890,60194.48,337.82,"6.9%"
3865,65,2560,42711.55,239.7,"9.4%"
3866,61,4779,57944.36,325.19,"6.8%"
3867,65,7833,83520.85,468.72,"6.0%"
3868,65,3490,52873.84,296.73,"8.5%"
3869,65,1135,21128.67,118.58,"10.4%"
3870,64,2453,39797.88,223.35,"9.1%"
3871,61,6749,79322.67,445.16,"6.6%"
3872,66,4450,51560.7,289.36,"6.5%"
3873,65,5774,63705.25,357.52,"6.2%"
3875,61,1475,16002.36,89.81,"6.1%"
3876,64,3565,49686.99,278.85,"7.8%"
3877,61,1785,34343.33,192.74,"10.8%"
3878,65,9221,111858.49,627.76,"6.8%"
3879,67,5774,73349.37,411.64,"7.1%"
3880,61,2065,38623.69,216.76,"10.5%"
3881,61,6962,74539.85,418.32,"6.0%"
3882,67,2554,31253.22,175.39,"6.9%"
3883,66,9113,95026.47,533.29,"5.9%"
3884,64,4868,60406.41,339,"7.0%"
3885,67,4007,55660.58,312.37,"7.8%"
3886,61,5704,68978.83,387.11,"6.8%"
3887,67,4038,45317.81,254.33,"6.3%"
3889,64,10095,112586.16,631.84,"6.3%"
3890,67,5578,61963.01,347.74,"6.2%"
3891,67,1520,29739.17,166.9,"11.0%"
3893,60,8047,99962.67,561,"7.0%"
3894,63,5238,56031.97,314.45,"6.0%"
3895,68,2964,40958.95,229.86,"7.8%"
3896,67,4938,62086.33,348.43,"7.1%"
3898,63,6240,79004.58,443.38,"7.1%"
3899,66,6746,77231.38,433.43,"6.4%"
3900,67,2490,38998.39,218.86,"8.8%"
3901,65,7495,92212.85,517.5,"6.9%"
3902,60,7869,94953.76,532.89,"6.8%"
3903,68,2196,33078.93,185.64,"8.5%"
3904,63,5282,71555.86,401.58,"7.6%"
3905,65,2058,34876.15,195.73,"9.5%"
3907,62,2352,36300.56,203.72,"8.7%"
3909,66,5131,52580.39,295.08,"5.8%"
3910,61,3973,56648.76,317.92,"8.0%"
3911,60,3102,43812.1,245.88,"7.9%"
3912,66,3317,42140.74,236.5,"7.1%"
3913,67,3879,45127.75,253.26,"6.5%"
3914,68,6050,72004.66,404.09,"6.7%"
3915,60,4416,53116.61,298.09,"6.8%"
3916,63,2946,37725.84,211.72,"7.2%"
3917,65,1077,25962.71,145.7,"13.5%"
3918,65,3840,42926.55,240.91,"6.3%"
3919,67,4592,55416.45,311,"6.8%"
3920,65,4783,60625.88,340.24,"7.1%"
3921,67,2034,36807.26,206.56,"10.2%"
3923,60,5394,66049.19,370.67,"6.9%"
3924,67,10070,117662.13,660.33,"6.6%"
3925,68,2921,40372.58,226.57,"7.8%"
3926,63,3118,37385.12,209.81,"6.7%"
3927,61,7734,91413.81,513.02,"6.6%"
3928,65,8585,101590.59,570.13,"6.6%"
3929,65,3120,45400.06,254.79,"8.2%"
3930,65,4897,60662.84,340.44,"7.0%"
3931,61,4439,61083.53,342.8,"7.7%"
3932,68,3758,54678.32,306.86,"8.2%"
3933,63,5205,59922.66,336.29,"6.5%"
3934,67,1651,19546.29,109.69,"6.6%"
3935,64,3539,50202.62,281.74,"8.0%"
3936,65,1951,35148.58,197.26,"10.1%"
3937,60,1597,32270.35,181.1,"11.3%"
3938,60,6012,76015.9,426.61,"7.1%"
3939,60,10444,114329.38,641.62,"6.1%"
3940,65,4283,60884.42,341.69,"8.0%"
3941,64,2191,33294.72,186.85,"8.5%"
3942,68,1107,12791.94,71.79,"6.5%"
3943,68,3580,42392.87,237.91,"6.6%"
3944,63,3233,44294.74,248.58,"7.7%"
3945,62,2999,36713.47,206.04,"6.9%"
3946,61,2988,34840.7,195.53,"6.5%"
3947,60,3900,40953.5,229.83,"5.9%"
3948,62,2057,29502.35,165.57,"8.0%"
3949,67,1439,17239.76,96.75,"6.7%"
3950,64,4084,56370.79,316.36,"7.7%"
3951,64,2373,25651.28,143.96,"6.1%"
3952,66,3097,43621.57,244.81,"7.9%"
3953,60,1863,23284.19,130.67,"7.0%"
3954,66,2388,35026.55,196.57,"8.2%"
3955,66,3523,38557.85,216.39,"6.1%"
3956,62,8186,95528.53,536.11,"6.5%"
3957,67,4631,61418.36,344.68,"7.4%"
3959,60,4137,47463.65,266.37,"6.4%"
3961,65,2867,44902.03,251.99,"8.8%"
3962,60,6346,81491.81,457.34,"7.2%"
3964,66,3192,41206.81,231.26,"7.2%"
3965,63,3240,35162.57,197.33,"6.1%"
3966,65,5661,72031.26,404.24,"7.1%"
3967,64,5862,69444.29,389.73,"6.6%"
3969,63,4132,52641.74,295.43,"7.1%"
3970,64,2675,30330.9,170.22,"6.4%"
3971,61,5791,68492.12,384.38,"6.6%"
3973,60,9163,103797.08,582.52,"6.4%"
3974,63,3493,51376.07,288.33,"8.3%"
3975,65,5666,62173.16,348.92,"6.2%"
3976,66,2243,36231.44,203.33,"9.1%"
3977,64,2559,38716.77,217.28,"8.5%"
3979,62,6029,63237.9,354.89,"5.9%"
3981,68,4542,61914.46,347.47,"7.7%"
3982,64,4099,47772.13,268.1,"6.5%"
3984,63,2316,31007.06,174.01,"7.5%"
3985,62,2838,38961.42,218.65,"7.7%"
3986,67,5526,69015.13,387.32,"7.0%"
3987,62,3912,46581.59,261.42,"6.7%"
3988,63,3791,43832.17,245.99,"6.5%"
3989,67,2094,26276.87,147.47,"7.0%"
3990,65,3525,39337.99,220.77,"6.3%"
3991,63,6285,68522.75,384.55,"6.1%"
3992,65,1760,21036.21,118.06,"6.7%"
3993,67,4599,60093.09,337.25,"7.3%"
3994,67,3524,37410.71,209.95,"6.0%"
3995,68,4671,57706.7,323.85,"6.9%"
3996,61,4432,49218.08,276.21,"6.2%"
3997,61,4762,59445.64,333.61,"7.0%"
3998,61,2852,31172.03,174.94,"6.1%"
3999,68,2876,46311.03,259.9,"9.0%"
4000,65,1863,32968.28,185.02,"9.9%"
4001,60,3082,35606.83,199.83,"6.5%"
4002,62,5452,64494.97,361.95,"6.6%"
4003,60,4059,55815.8,313.24,"7.7%"
4004,66,3234,36203.21,203.17,"6.3%"
4005,63,3754,48402.38,271.64,"7.2%"
4006,66,3189,45400.23,254.79,"8.0%"
4007,60,5942,66682.5,374.23,"6.3%"
4008,64,3744,42450.31,238.23,"6.4%"
4009,65,9616,104924.13,588.84,"6.1%"
4010,62,2755,39180.72,219.88,"8.0%"
4011,67,7025,88099.63,494.42,"7.0%"
4012,61,6535,76889.9,431.51,"6.6%"
4013,62,3006,34799.09,195.29,"6.5%"
4014,64,2432,29386.78,164.92,"6.8%"
4015,66,3561,42711.45,239.7,"6.7%"
4016,61,3771,40660.9,228.19,"6.1%"
4017,64,2158,29545.21,165.81,"7.7%"
4018,62,1553,29807.24,167.28,"10.8%"
4019,66,5713,60095.06,337.26,"5.9%"
4020,63,1500,17218.16,96.63,"6.4%"
4021,61,3311,51030.78,286.39,"8.6%"
4023,60,6643,75782.56,425.3,"6.4%"
4024,63,6718,79759.25,447.61,"6.7%"
4025,62,7854,86603.32,486.02,"6.2%"
4026,67,5894,73812.04,414.24,"7.0%"
4027,63,7797,86395.25,484.86,"6.2%"
4028,67,5171,58560.32,328.64,"6.4%"
4029,65,3785,51247.47,287.6,"7.6%"
4030,64,2193,36497.72,204.83,"9.3%"
4031,60,6369,75118.25,421.57,"6.6%"
4032,63,5567,61819.99,346.94,"6.2%"
4034,65,2168,34110.74,191.43,"8.8%"
4035,68,4898,64516.57,362.07,"7.4%"
4036,66,8909,101720.17,570.86,"6.4%"
4037,66,2525,33970.5,190.64,"7.6%"
4039,63,1744,25908.88,145.4,"8.3%"
4040,63,4536,50193.18,281.69,"6.2%"
4041,61,8180,87581,491.51,"6.0%"
4042,63,5402,65823.69,369.41,"6.8%"
4043,67,2183,31353.12,175.96,"8.1%"
4045,61,6255,80178.73,449.97,"7.2%"
4046,62,6879,78917.8,442.89,"6.4%"
4047,65,3667,47169.12,264.72,"7.2%"
4048,61,2995,45238.75,253.88,"8.5%"
4049,61,4966,51880.58,291.16,"5.9%"
4050,63,1752,21064.35,118.21,"6.7%"
4051,62,2798,29987.21,168.29,"6.0%"
4052,60,3000,43274.28,242.86,"8.1%"
4053,65,4474,59723.32,335.17,"7.5%"
4054,68,5323,62592.74,351.27,"6.6%"
4055,66,8879,100920.02,566.37,"6.4%"
4056,63,5545,74371.19,417.38,"7.5%"
4058,68,2240,27927.07,156.73,"7.0%"
4059,70,3181,40011.58,224.55,"7.1%"
4060,73,2833,38448.4,215.77,"7.6%"
4061,74,2214,26876.87,150.83,"6.8%"
4062,75,2364,36148.77,202.87,"8.6%"
4063,72,2114,33149.26,186.04,"8.8%"
4064,73,4169,49820.5,279.6,"6.7%"
4065,73,2964,36582.51,205.3,"6.9%"
4066,78,3834,45528.77,255.51,"6.7%"
4067,70,5284,63591.63,356.88,"6.8%"
4068,74,1448,29952.71,168.1,"11.6%"
4069,70,2024,26617.66,149.38,"7.4%"
4070,71,1499,17519.68,98.32,"6.6%"
4071,72,2617,34698.63,194.73,"7.4%"
4072,73,1090,17309.02,97.14,"8.9%"
4073,74,3840,47088.23,264.26,"6.9%"
4074,73,3049,47960.29,269.16,"8.8%"
4075,74,1803,24095.35,135.22,"7.5%"
4076,72,2843,35503.03,199.25,"7.0%"
4077,76,2104,32881.77,184.53,"8.8%"
4078,74,4142,51579.72,289.47,"7.0%"
4079,73,4051,46717.52,262.18,"6.5%"
4080,75,2863,44131.37,247.67,"8.7%"
4081,76,2087,24830.63,139.35,"6.7%"
4082,73,3605,45001.29,252.55,"7.0%"
4083,75,3498,53363.66,299.48,"8.6%"
4084,71,7831,95822.26,537.76,"6.9%"
4085,76,2110,31560.67,177.12,"8.4%"
4086,78,828,23886.89,134.05,"16.2%"
4087,71,4885,64152.6,360.03,"7.4%"
4088,76,2608,32463.77,182.19,"7.0%"
4089,70,3892,46571.9,261.36,"6.7%"
4090,78,3287,47154.07,264.63,"8.1%"
4091,72,5019,61413.33,344.66,"6.9%"
4092,77,4322,51871.9,291.11,"6.7%"
4093,69,2766,30828.83,173.01,"6.3%"
4094,77,6428,76708.89,430.49,"6.7%"
4095,76,5310,67506.22,378.85,"7.1%"
4096,70,2144,24961.24,140.08,"6.5%"
4097,76,2783,37494.74,210.42,"7.6%"
4098,73,6679,71812.37,403.02,"6.0%"
4099,77,4220,44762.91,251.21,"6.0%"
4100,69,3410,46060.58,258.49,"7.6%"
9103,66,4911,58200.94,326.63,"6.7%"
9104,68,5826,71149.55,399.3,"6.9%"
9105,64,5910,64975.1,364.64,"6.2%"
9106,62,3947,51955.4,291.58,"7.4%"
9107,64,4106,46976.74,263.64,"6.4%"
9108,63,5812,67503.77,378.84,"6.5%"
9110,67,2904,34775.1,195.16,"6.7%"
9111,63,4539,63075.33,353.98,"7.8%"
9112,64,12093,129591.71,727.28,"6.0%"
9113,64,4702,58307,327.22,"7.0%"
9114,66,2474,28059.62,157.47,"6.4%"
9115,67,3853,51916.1,291.36,"7.6%"
9116,64,3522,44541.19,249.97,"7.1%"
9117,63,4414,59497.08,333.9,"7.6%"
9118,62,1819,23284.35,130.67,"7.2%"
9119,64,3995,44859.55,251.75,"6.3%"
9120,62,3546,44948.89,252.26,"7.1%"
9121,67,8717,103003.62,578.06,"6.6%"
9122,65,5825,60155.37,337.6,"5.8%"
9123,63,11627,142980.68,802.42,"6.9%"
9124,61,2639,41195.34,231.19,"8.8%"
9125,68,4701,62441.98,350.43,"7.5%"
9126,64,3232,45473.57,255.2,"7.9%"
9127,63,3431,39593.7,222.2,"6.5%"
9128,64,7643,88508.87,496.72,"6.5%"
9129,60,1233,14596.32,81.92,"6.6%"
9130,66,4594,48224.28,270.64,"5.9%"
9131,60,4055,46010.69,258.21,"6.4%"
9132,68,5143,55973.16,314.12,"6.1%"
9133,61,11872,134826.62,756.66,"6.4%"
9134,68,2545,35782.32,200.81,"7.9%"
9136,66,3407,48405.02,271.65,"8.0%"
9137,60,5354,66300.92,372.08,"6.9%"
9138,64,5874,70485.66,395.57,"6.7%"
9139,67,2373,27417.46,153.87,"6.5%"
9140,66,4180,52768.05,296.14,"7.1%"
9141,67,5632,71315.51,400.23,"7.1%"
9143,61,2813,30039.88,168.59,"6.0%"
9144,63,2832,39894.92,223.89,"7.9%"
9145,65,5686,74632.21,418.84,"7.4%"
9146,62,3684,42566.97,238.89,"6.5%"
9147,61,7237,81442.51,457.06,"6.3%"
9148,66,2294,25412.13,142.61,"6.2%"
9149,61,4533,56886.58,319.25,"7.0%"
9150,60,1577,20402.45,114.5,"7.3%"
9151,61,6483,69271.52,388.76,"6.0%"
9152,62,4166,49053.81,275.29,"6.6%"
9153,60,1484,22978.74,128.96,"8.7%"
9154,66,4864,65579.36,368.04,"7.6%"
9155,68,6801,79392.06,445.55,"6.6%"
9156,62,6711,84421.99,473.78,"7.1%"
9157,65,3977,46387.59,260.33,"6.5%"
9159,61,12120,126355.26,709.11,"5.9%"
9160,64,3652,40440.35,226.95,"6.2%"
9161,68,4938,67202.2,377.14,"7.6%"
9162,60,5679,68035.36,381.82,"6.7%"
9163,64,10053,123271.18,691.81,"6.9%"
9164,68,5479,69665.34,390.97,"7.1%"
9165,65,2644,39662.66,222.59,"8.4%"
9167,67,5900,74804.53,419.81,"7.1%"
9168,68,4635,55331.92,310.53,"6.7%"
9169,62,8637,101003.12,566.84,"6.6%"
9170,61,3031,32769.87,183.91,"6.1%"
9171,61,2169,30275.96,169.91,"7.8%"
9172,63,5415,69494.33,390.01,"7.2%"
9173,62,1613,22649.65,127.11,"7.9%"
9174,67,2955,36097.07,202.58,"6.9%"
9175,63,4241,55452.31,311.2,"7.3%"
9176,63,2552,41420.51,232.45,"9.1%"
9177,61,3282,36335.93,203.92,"6.2%"
9178,63,6125,73624.93,413.19,"6.7%"
9179,67,3567,41539.86,233.12,"6.5%"
9180,66,8032,91135.78,511.46,"6.4%"
9181,68,5517,62909.61,353.05,"6.4%"
9182,65,13642,147227.49,826.25,"6.1%"
9183,64,4529,48388.16,271.56,"6.0%"
9185,68,6009,75416.73,423.24,"7.0%"
9186,63,2901,40162.46,225.39,"7.8%"
9187,60,4279,49135.06,275.75,"6.4%"
9188,62,2044,32885.48,184.56,"9.0%"
9189,62,4618,54617.14,306.51,"6.6%"
9190,61,4828,57377.52,322.01,"6.7%"
9192,63,2326,26828.86,150.57,"6.5%"
9193,62,6406,75168.77,421.85,"6.6%"
9194,66,4959,64374.68,361.27,"7.3%"
9195,61,1145,18647.54,104.65,"9.1%"
9196,67,5200,56792.06,318.72,"6.1%"
9197,61,3169,46021.6,258.28,"8.2%"
9199,68,8535,99464.59,558.2,"6.5%"
9200,61,3462,50742.57,284.77,"8.2%"
9202,60,9162,100385.97,563.37,"6.1%"
9204,68,6241,78468.83,440.37,"7.1%"
9205,62,3455,51528.6,289.18,"8.4%"
9206,65,4322,54043.21,303.29,"7.0%"
9208,65,6632,70654.79,396.52,"6.0%"
9209,67,9398,115541.28,648.42,"6.9%"
9210,63,6697,70194.84,393.94,"5.9%"
9211,60,3091,34143.24,191.61,"6.2%"
9213,65,1874,27138.48,152.3,"8.1%"
9214,67,5556,71843.74,403.19,"7.3%"
9215,68,14642,163625.24,918.27,"6.3%"
9216,64,3806,54769.36,307.37,"8.1%"
9217,65,3401,52218.23,293.05,"8.6%"
9218,62,3212,41043.57,230.34,"7.2%"
9219,62,2516,33440.93,187.67,"7.5%"
9220,67,3458,49172.52,275.96,"8.0%"
9221,67,3634,53762.59,301.72,"8.3%"
9222,63,3469,40716.59,228.5,"6.6%"
9223,62,8617,101920.35,571.98,"6.6%"
9224,64,4195,50653.87,284.27,"6.8%"
9225,68,8771,98065.16,550.35,"6.3%"
9226,65,3229,35750.37,200.63,"6.2%"
9227,61,8748,101931.21,572.04,"6.5%"
9228,60,8240,89600.1,502.84,"6.1%"
9229,60,2980,41920.71,235.26,"7.9%"
9230,61,5082,58626.8,329.02,"6.5%"
9231,63,2785,39109.31,219.48,"7.9%"
9232,66,4968,54957.76,308.43,"6.2%"
9233,67,4138,45376.21,254.65,"6.2%"
9234,63,5203,54992.71,308.62,"5.9%"
9235,68,1903,30160.37,169.26,"8.9%"
9236,67,984,15216.23,85.39,"8.7%"
9237,65,5701,67321.36,377.81,"6.6%"
9238,67,5228,59558.99,334.25,"6.4%"
9239,64,2709,37025.98,207.79,"7.7%"
9241,62,6582,83149.69,466.64,"7.1%"
9242,66,4437,47952.16,269.11,"6.1%"
9243,66,7558,85377.36,479.14,"6.3%"
9244,62,2026,31662.97,177.69,"8.8%"
9245,61,5560,62199.27,349.07,"6.3%"
9246,62,3446,45514.74,255.43,"7.4%"
9247,66,3175,39627.39,222.39,"7.0%"
9248,61,5085,65989.02,370.33,"7.3%"
9249,61,3800,48657.92,273.07,"7.2%"
9250,60,2282,25210.29,141.48,"6.2%"
9251,66,8279,95027.04,533.3,"6.4%"
9252,62,3549,37185.61,208.69,"5.9%"
9253,68,3641,50837.87,285.31,"7.8%"
9254,63,8128,98111.18,550.61,"6.8%"
9255,61,9821,105683.32,593.1,"6.0%"
9256,66,2464,33891.89,190.2,"7.7%"
9257,67,4272,59932.24,336.34,"7.9%"
9258,64,2645,38833.51,217.94,"8.2%"
9259,68,4017,53806.11,301.96,"7.5%"
9260,65,3215,35613.47,199.86,"6.2%"
9261,60,3894,45952.9,257.89,"6.6%"
9262,64,2221,27475.56,154.19,"6.9%"
9263,64,4575,54795.5,307.52,"6.7%"
9264,60,5980,70939.03,398.11,"6.7%"
9265,60,5686,64709.55,363.15,"6.4%"
9268,62,6110,76297.94,428.19,"7.0%"
9269,65,2531,27704.03,155.48,"6.1%"
9270,63,2677,41968.53,235.53,"8.8%"
9271,64,4691,61078.86,342.78,"7.3%"
9272,67,10846,114667.99,643.52,"5.9%"
9275,65,4747,50200.55,281.73,"5.9%"
9276,61,5896,62657.39,351.64,"6.0%"
9277,61,2101,23239.75,130.42,"6.2%"
9278,66,5260,63435.47,356,"6.8%"
9280,64,4740,60379.39,338.85,"7.1%"
9281,64,8281,92742.38,520.48,"6.3%"
9282,67,4846,62495.38,350.73,"7.2%"
9283,67,3560,49113.52,275.63,"7.7%"
9284,61,6980,74175.22,416.28,"6.0%"
9285,68,2131,33625.81,188.71,"8.9%"
9286,62,8059,90390.44,507.28,"6.3%"
9287,64,4546,58234.17,326.81,"7.2%"
9288,62,2679,36779.21,206.41,"7.7%"
9289,65,13924,150096.8,842.35,"6.0%"
9290,66,3950,47399.75,266.01,"6.7%"
9292,62,12060,132039.67,741.01,"6.1%"
9293,68,2285,25860.67,145.13,"6.4%"
9294,61,5429,71124.57,399.16,"7.4%"
9295,62,7438,81260.85,456.04,"6.1%"
9296,61,3773,45713.88,256.55,"6.8%"
9297,64,5733,71063.54,398.81,"7.0%"
9298,68,2606,34059.26,191.14,"7.3%"
9299,65,4154,55401.14,310.91,"7.5%"
9300,66,5444,59356.83,333.11,"6.1%"
9301,68,2886,40017.62,224.58,"7.8%"
9302,65,8307,90686.85,508.94,"6.1%"
9303,62,8746,93769.52,526.24,"6.0%"
9304,64,3310,41825.91,234.73,"7.1%"
9305,61,6248,79982.32,448.87,"7.2%"
9306,65,4017,43077.55,241.75,"6.0%"
9307,62,5557,75150.27,421.75,"7.6%"
9308,66,5961,65849.29,369.55,"6.2%"
9309,61,19231,206186.27,1157.13,"6.0%"
9311,67,5404,66445.94,372.9,"6.9%"
9312,60,7235,89685.99,503.32,"7.0%"
9313,66,5108,60311.79,338.47,"6.6%"
9314,67,9218,102169.27,573.38,"6.2%"
9315,62,8995,98369.81,552.06,"6.1%"
9316,62,4262,48121.86,270.06,"6.3%"
9317,60,2343,27246.88,152.91,"6.5%"
9319,62,4949,53259.43,298.9,"6.0%"
9320,67,3144,34152.75,191.67,"6.1%"
9321,62,4493,55565.11,311.83,"6.9%"
9322,60,9183,113119.15,634.83,"6.9%"
9323,60,5311,67276.34,377.56,"7.1%"
9324,65,5040,61698.86,346.26,"6.9%"
9325,63,4783,59629.56,334.64,"7.0%"
9326,68,7402,85561.61,480.18,"6.5%"
9327,68,4749,62951.69,353.29,"7.4%"
9328,65,5719,59336.23,333,"5.8%"
9329,60,7004,81933.88,459.82,"6.6%"
9330,63,3830,47389.75,265.95,"6.9%"
9331,64,3222,45906.98,257.63,"8.0%"
9332,64,4032,48008.11,269.42,"6.7%"
9333,62,3241,45644.28,256.16,"7.9%"
9335,64,2944,47864.81,268.62,"9.1%"
9336,68,4715,51837.87,290.92,"6.2%"
9337,62,15149,169842.35,953.17,"6.3%"
9338,60,3429,39453.21,221.41,"6.5%"
9339,68,4745,58920.71,330.67,"7.0%"
9340,68,4045,59747.56,335.31,"8.3%"
9341,68,3683,52597.79,295.18,"8.0%"
9343,61,2548,32466.41,182.2,"7.2%"
9344,65,3061,34745.76,195,"6.4%"
9345,68,7179,75417.31,423.25,"5.9%"
9346,67,3697,50851.41,285.38,"7.7%"
9347,61,4998,56397.56,316.51,"6.3%"
9348,67,7451,90608.76,508.5,"6.8%"
9349,63,6708,80368.61,451.03,"6.7%"
9350,68,6977,86004.19,482.66,"6.9%"
9351,64,6714,84673.34,475.19,"7.1%"
9353,64,3546,48875.46,274.29,"7.7%"
9354,60,6132,70248.11,394.24,"6.4%"
9355,60,2453,27502.67,154.35,"6.3%"
9356,62,7171,89340.33,501.38,"7.0%"
9357,65,2692,30160.3,169.26,"6.3%"
9358,66,6125,72643.95,407.68,"6.7%"
9359,61,4935,66005.78,370.43,"7.5%"
9360,66,4465,57166.86,320.82,"7.2%"
9361,65,2301,37689.15,211.51,"9.2%"
9362,66,10139,112095.49,629.09,"6.2%"
9363,68,4678,62051.48,348.24,"7.4%"
9364,65,5899,75745.2,425.09,"7.2%"
9365,67,5863,76576.7,429.75,"7.3%"
9366,67,7825,96420.31,541.12,"6.9%"
9367,60,2656,36898.24,207.08,"7.8%"
9368,66,5014,63485.66,356.29,"7.1%"
9369,60,4884,66916.31,375.54,"7.7%"
9370,61,7797,93459.62,524.5,"6.7%"
9371,62,12610,149944.83,841.5,"6.7%"
9372,66,9250,108940.4,611.38,"6.6%"
9373,64,4214,49760.79,279.26,"6.6%"
9374,68,5958,67643.26,379.62,"6.4%"
9375,60,3323,46744.77,262.33,"7.9%"
9376,67,1620,26964.51,151.33,"9.3%"
9377,66,2290,26515.36,148.81,"6.5%"
9378,68,4649,54819.42,307.65,"6.6%"
